feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Genus.Thauera	responder	Resp	0.0141810963199655	0.00707322339598293	12	6	0.0727912671670859	0.713011901467977
Genus..Eubacterium._xylanophilum_group	responder	Resp	-0.0194793976733291	0.00995288123073225	12	8	0.0788065785833027	0.713011901467977
Genus.Schlegelella	responder	Resp	0.0121264010191389	0.00618291374959847	12	6	0.0782702693150781	0.713011901467977
Genus.Duganella	responder	Resp	-0.0174032310041468	0.00853020375593789	12	4	0.0686256159189449	0.713011901467977
Genus.Clade_Ia	responder	Resp	-0.00729374388062264	0.00370969407559675	12	4	0.0776418716595245	0.713011901467977
Genus.Enterococcus	responder	Resp	0.142378011554017	0.078661867880334	12	12	0.100402231100811	0.715140130431314
Genus.Escherichia.Shigella	responder	Resp	-0.0885539788754607	0.0531002465602562	12	12	0.126343582311447	0.715140130431314
Genus.Varibaculum	responder	Resp	0.0365814570555639	0.0299012766744738	12	9	0.249221198977223	0.715140130431314
Genus.Alcaligenes	responder	Resp	0.0147528414632358	0.0120882292018983	12	12	0.25029904565096	0.715140130431314
Genus.Turicibacter	responder	Resp	0.016752697321715	0.0114483268993505	12	11	0.174087160077398	0.715140130431314
Genus.Fusobacterium	responder	Resp	-0.0245561102482476	0.0150669868164831	12	11	0.134199241885541	0.715140130431314
Family.Tannerellaceae	responder	Resp	-0.0287535011616654	0.0173518543141064	12	11	0.128497232472048	0.715140130431314
Genus.Lactococcus	responder	Resp	0.0132575229283982	0.00894433666488387	12	11	0.169092419392058	0.715140130431314
Genus.Peptococcus	responder	Resp	0.0193124177989254	0.015466057679736	12	4	0.240217320292643	0.715140130431314
Genus.Leuconostoc	responder	Resp	0.0193894666572317	0.0110794036780229	12	12	0.11067269941404	0.715140130431314
Genus.Micrococcus	responder	Resp	-0.0100154433060808	0.00766963982436398	12	12	0.220842072181668	0.715140130431314
Genus.Phascolarctobacterium	responder	Resp	-0.0112786253420281	0.00839618141364594	12	11	0.208862789992033	0.715140130431314
Genus.Kurthia	responder	Resp	0.0208664517720159	0.014262879693514	12	8	0.174178569686727	0.715140130431314
Genus.Ruminococcus	responder	Resp	-0.0226527644497144	0.0171547600375507	12	9	0.216093093007238	0.715140130431314
Genus.Sandaracinobacter	responder	Resp	0.0225263432884116	0.0121229620468334	12	6	0.0927955482181818	0.715140130431314
Genus.Alteromonas	responder	Resp	0.0146660964698064	0.00985398815679034	12	10	0.167502452703356	0.715140130431314
Family.Micromonosporaceae	responder	Resp	-0.0206946747740004	0.0124708569746172	12	10	0.128014943791247	0.715140130431314
Genus.Vogesella	responder	Resp	0.0133476450658867	0.0104323260597352	12	9	0.229626554674561	0.715140130431314
Kingdom.Unassigned	responder	Resp	0.0206948775387746	0.0111498458992887	12	9	0.0931137957997107	0.715140130431314
Genus.Desulfosporosinus	responder	Resp	-0.0184844787132601	0.0131275780098569	12	12	0.189432380409821	0.715140130431314
Genus.uncultured	responder	Resp	-0.0227932804583889	0.0122108804310843	12	8	0.0915122254191521	0.715140130431314
Genus.Erysipelotrichaceae_UCG.003	responder	Resp	0.0221244813029936	0.0133961656918332	12	7	0.129635258193693	0.715140130431314
Genus.Acidibacter	responder	Resp	-0.013636213920278	0.0102128652182553	12	4	0.211408297617638	0.715140130431314
Genus.Prevotellaceae_UCG.003	responder	Resp	-0.0408413263304637	0.0260684532589802	12	5	0.148255184897719	0.715140130431314
Family.Comamonadaceae	responder	Resp	-0.0190598095925	0.0133643373815074	12	9	0.184282850973303	0.715140130431314
Genus.Succinivibrio	responder	Resp	0.0158451678092149	0.0113385287499469	12	6	0.192504461240559	0.715140130431314
Genus.Caldibacillus	responder	Resp	0.0116158602453463	0.00775621197651997	12	10	0.165114868651161	0.715140130431314
Genus.Mobiluncus	responder	Resp	0.0107364041192182	0.00833056457550285	12	4	0.226484935734927	0.715140130431314
Genus.Porphyrobacter	responder	Resp	0.0121053790260689	0.00972270791970351	12	4	0.241494803629663	0.715140130431314
Genus.Gilliamella	responder	Resp	-0.020196999694962	0.0111059584958051	12	6	0.0990073082120465	0.715140130431314
Genus.Tepidimonas	responder	Resp	0.0142223988087288	0.0101461888849356	12	5	0.191257656883311	0.715140130431314
Genus.Pseudochrobactrum	responder	Resp	0.0124312827373552	0.0101242596820463	12	5	0.247612676514546	0.715140130431314
Genus.Fastidiosipila	responder	Resp	0.00958328655849653	0.00781660902132424	12	4	0.248280209977013	0.715140130431314
Genus.Mycoplasma	responder	Resp	-0.021653609096701	0.0130158965786604	12	12	0.12716284008373	0.715140130431314
Genus.Limnobacter	responder	Resp	0.0138632959754201	0.010935127727281	12	4	0.233600906988951	0.715140130431314
Genus.Ureaplasma	responder	Resp	0.00416848584340492	0.00306307143415227	12	4	0.203429232821288	0.715140130431314
Genus.Tumebacillus	responder	Resp	0.0098568019041369	0.00668614482233497	12	11	0.171195207803457	0.715140130431314
Genus.S5.A14a	responder	Resp	0.00697929710684596	0.00515672168702314	12	4	0.205716387167982	0.715140130431314
Genus.Bilophila	responder	Resp	-0.0101308074659078	0.00725963228231044	12	11	0.193078079817098	0.715140130431314
Order.Enterobacterales	responder	Resp	-0.0166061770828837	0.0129823284549086	12	5	0.229732550439669	0.715140130431314
Genus.Kocuria	responder	Resp	0.013523173730338	0.0094201900633993	12	8	0.181661514213817	0.715140130431314
Genus.Methylophilus	responder	Resp	0.0110586976208794	0.00818055964238531	12	5	0.206213746412356	0.715140130431314
Family.Streptomycetaceae	responder	Resp	0.0128488985855991	0.00974998799817718	12	4	0.216948711931734	0.715140130431314
Genus.Rubrobacter	responder	Resp	-0.0123932055835544	0.00800918173409544	12	4	0.152811619565664	0.715140130431314
Genus.Amaricoccus	responder	Resp	0.0116975840719785	0.00777317187609065	12	5	0.163271026905051	0.715140130431314
Genus.Phyllobacterium	responder	Resp	-0.0194001526359035	0.0124216434738005	12	5	0.149397658330113	0.715140130431314
Genus.uncultured	responder	Resp	-0.00917648560586002	0.00664624006152074	12	8	0.197446706183175	0.715140130431314
Genus.Amylibacter	responder	Resp	-0.0141215377372373	0.00902162735756787	12	5	0.148580617270049	0.715140130431314
Genus.Vagococcus	responder	Resp	-0.0113085527433603	0.00660754564921017	12	4	0.117780073965766	0.715140130431314
Genus.Variovorax	responder	Resp	0.0114961098782433	0.00890191484480468	12	4	0.225609566038282	0.715140130431314
Genus..Clostridium._innocuum_group	responder	Resp	-0.00721568746592422	0.00524813202346184	12	5	0.199181155540222	0.715140130431314
Genus.uncultured	responder	Resp	0.00794402848145844	0.00628575520421968	12	8	0.234962405661786	0.715140130431314
Genus.Murdochiella	responder	Resp	0.0113865604045579	0.00710407761483404	12	5	0.14005642984024	0.715140130431314
Genus.Devosia	responder	Resp	0.00852756405016087	0.00546535884685948	12	5	0.149751527117072	0.715140130431314
Genus.Nocardioides	responder	Resp	0.0088210033489293	0.00685847059299098	12	4	0.227371893457037	0.715140130431314
Genus.Chromohalobacter	responder	Resp	0.0077932853415025	0.00464512982098967	12	5	0.124328449882869	0.715140130431314
Genus.Alcanivorax	responder	Resp	-0.00850626409479062	0.00627715925380804	12	11	0.205199560953034	0.715140130431314
Order.Micrococcales	responder	Resp	0.00845618723022454	0.00679575257643894	12	4	0.241751470650355	0.715140130431314
Genus.TRA3.20	responder	Resp	0.00848992920249889	0.00627459920908007	12	4	0.205831704328998	0.715140130431314
Genus.Anaeromyxobacter	responder	Resp	0.00893707676634263	0.00628642049221205	12	5	0.185557573669197	0.715140130431314
Genus.Terrisporobacter	responder	Resp	0.00718267204210677	0.00509112097616483	12	4	0.188639917499371	0.715140130431314
Genus.Jeotgalicoccus	responder	Resp	-0.0180294784739058	0.0095554442021518	12	4	0.0885232369106028	0.715140130431314
Genus.Odoribacter	responder	Resp	-0.0146286431455965	0.00785376199654671	12	8	0.0921166032512118	0.715140130431314
Genus.uncultured	responder	Resp	0.00837573108522686	0.0065936480920429	12	8	0.232746341782159	0.715140130431314
Genus.Salinicoccus	responder	Resp	0.00884797854930307	0.00721586520068231	12	4	0.248219633834066	0.715140130431314
Genus.Dermabacter	responder	Resp	-0.0089692517823685	0.00473713832895889	12	4	0.0875714594127465	0.715140130431314
Genus.Azospira	responder	Resp	0.0093133184826963	0.00588711681231409	12	5	0.144735185523981	0.715140130431314
Genus.Luedemannella	responder	Resp	-0.011984134562328	0.00788873644216232	12	8	0.159690010899783	0.715140130431314
Genus.Gaiella	responder	Resp	0.00780207782929499	0.0061492763944851	12	4	0.233257075079068	0.715140130431314
Genus.Aerococcus	responder	Resp	0.00954778079997662	0.00710251251682422	12	4	0.208557355111518	0.715140130431314
Genus.Qipengyuania	responder	Resp	0.00571161188217059	0.00447615779916203	12	4	0.230792809276112	0.715140130431314
Family.Oxalobacteraceae	responder	Resp	0.0124290625077688	0.00745822686805001	12	5	0.126582985635823	0.715140130431314
Genus.Brevibacterium	responder	Resp	0.00905983792676365	0.00579706458442393	12	6	0.149156619502087	0.715140130431314
Genus.uncultured	responder	Resp	0.00592097884998566	0.00458044631848468	12	8	0.225195319622622	0.715140130431314
Class.Bacilli	responder	Resp	0.00508265409117988	0.00389947623600572	12	4	0.221640698388293	0.715140130431314
Genus.Peptoanaerobacter	responder	Resp	0.00399723982872459	0.00295809667362618	12	4	0.206380378734057	0.715140130431314
Genus.Kytococcus	responder	Resp	-0.0134277325035255	0.00935314249740128	12	5	0.181637497024334	0.715140130431314
Genus.Sporosarcina	responder	Resp	0.00862662706691415	0.00630144879743642	12	4	0.200963944400529	0.715140130431314
Genus.Limibaculum	responder	Resp	0.00790398429442843	0.00637275410335287	12	4	0.24318510738724	0.715140130431314
Genus.Erysipelotrichaceae	responder	Resp	0.00608294587064047	0.00463332925642672	12	4	0.218556783066811	0.715140130431314
Genus.uncultured	responder	Resp	0.00528815622342315	0.00424489845422599	12	8	0.241246590421733	0.715140130431314
Genus.Dehalobacter	responder	Resp	0.0064539396902259	0.00390749770829369	12	5	0.129608882593972	0.715140130431314
Genus.uncultured	responder	Resp	0.00503956643845102	0.00403275198817155	12	8	0.239879911745366	0.715140130431314
Genus.uncultured	responder	Resp	0.00562274128997832	0.00409125768449705	12	8	0.199353908976888	0.715140130431314
Genus.uncultured	responder	Resp	0.0057132780898713	0.00425398334620814	12	8	0.208944740205976	0.715140130431314
Genus.Arenimonas	responder	Resp	0.005490990547891	0.00437159164876549	12	4	0.237645309456677	0.715140130431314
Genus.Propionibacterium	responder	Resp	0.0047100400727434	0.00351451211902736	12	4	0.209844449310833	0.715140130431314
Genus.uncultured	responder	Resp	0.00396911279775347	0.00309771256186418	12	8	0.229000554947125	0.715140130431314
Genus.Pseudofulvimonas	responder	Resp	0.0044370878798174	0.00325319965379699	12	4	0.202504621394413	0.715140130431314
Genus.Pedobacter	responder	Resp	-0.00689034977869318	0.00464881225902595	12	4	0.169105772838912	0.715140130431314
Genus.Subgroup_17	responder	Resp	0.00601012332609317	0.0046747903216562	12	4	0.227540187917845	0.715140130431314
Genus.Candidatus_Brocadia	responder	Resp	0.00542790117397285	0.00446751376358654	12	4	0.252284915962608	0.715434836311873
Genus.Clostridium_sensu_stricto_1	responder	Resp	-0.0825391441006494	0.0690645440058839	12	12	0.259620373358972	0.716582118568766
Genus.Lautropia	responder	Resp	0.0216060941740906	0.0182784573657209	12	8	0.26452997071114	0.716582118568766
Family.Micrococcaceae	responder	Resp	0.0151580758575138	0.0128620985071006	12	10	0.265876501335956	0.716582118568766
Genus.Lacihabitans	responder	Resp	0.0133230812226623	0.0112470499257441	12	5	0.263571543146484	0.716582118568766
Genus.hgcI_clade	responder	Resp	-0.0106018616528713	0.00880919315887173	12	11	0.256499373269455	0.716582118568766
Genus.uncultured	responder	Resp	-0.011167585624113	0.00947406261356602	12	8	0.26578273381353	0.716582118568766
Genus.Rodentibacter	responder	Resp	-0.0182019121180725	0.0154453420201278	12	5	0.265889680837358	0.716582118568766
Genus.KI89A_clade	responder	Resp	0.00650718888311858	0.00558693932642203	12	4	0.27116716781929	0.720825660387566
Genus.uncultured	responder	Resp	0.00712238684780065	0.00611637048280814	12	8	0.271258077461637	0.720825660387566
Order.Bacillales	responder	Resp	0.0126062483135204	0.011054714203732	12	8	0.280715813239473	0.738552394716288
Kingdom.d__Bacteria	responder	Resp	0.00598764630679963	0.00526511085159499	12	4	0.281957294341144	0.738552394716288
Family.Veillonellaceae	responder	Resp	0.0068212783708228	0.00602202867230424	12	4	0.283759604285732	0.738552394716288
Genus.Serratia	responder	Resp	0.12274813169882	0.110372213069047	12	12	0.292103661487414	0.739995942434783
Genus.Mitochondria	responder	Resp	0.0202213650015554	0.0181302551328862	12	12	0.290790864038259	0.739995942434783
Family.Microbacteriaceae	responder	Resp	-0.00943386406759567	0.00844912849226893	12	4	0.290296817976722	0.739995942434783
Genus.Blvii28_wastewater.sludge_group	responder	Resp	0.0068600524492226	0.00612434803589361	12	4	0.288840080752691	0.739995942434783
Genus.Fenollaria	responder	Resp	0.0385013900086237	0.0348748084361939	12	9	0.295454282490015	0.74352733341858
Genus.uncultured	responder	Resp	-0.00578333353063771	0.00526795527823294	12	8	0.298007766362955	0.745019415907389
Genus.JG30.KF.AS9	responder	Resp	-0.00667354274529182	0.00611175760709374	12	4	0.300476900138897	0.746282497076999
Genus.Faecalibaculum	responder	Resp	-0.0155552353795751	0.014596271776731	12	9	0.311613626265235	0.764341227886088
Genus.Constrictibacter	responder	Resp	0.00754481150269002	0.00711320197226576	12	4	0.313782188290078	0.764341227886088
Genus.uncultured	responder	Resp	-0.00421127691288371	0.00396020483090986	12	8	0.312605577249071	0.764341227886088
Genus.Deinococcus	responder	Resp	0.0081566739059279	0.00781722953361125	12	4	0.321320382344373	0.777718122871732
Genus.A4b	responder	Resp	-0.00520100624587818	0.00501237942526347	12	4	0.323880496486993	0.778953092816818
Genus.uncultured	responder	Resp	-0.0048717167732221	0.00474663571264452	12	8	0.328912046443781	0.786079104708406
Genus.Propionimicrobium	responder	Resp	0.0439824397014182	0.0438668801150415	12	9	0.339681034327566	0.786552952670538
Genus.Actinotignum	responder	Resp	0.0246787763108038	0.0248075420399079	12	5	0.343290769023918	0.786552952670538
Genus.UCG.005	responder	Resp	-0.0250672151751725	0.0252376325850027	12	5	0.34401468426849	0.786552952670538
Genus.Actinobaculum	responder	Resp	-0.00732455554791777	0.00722330056457276	12	4	0.334480009048561	0.786552952670538
Genus.Anaerotruncus	responder	Resp	-0.00587346002648562	0.00576963726772207	12	5	0.332677061075992	0.786552952670538
Genus.uncultured	responder	Resp	0.00713032884420013	0.00709173578580141	12	8	0.338392703221524	0.786552952670538
Genus.LiUU.11.161	responder	Resp	0.00603119129818992	0.0061074859810492	12	4	0.346684468106395	0.786552952670538
Genus.Defluviicoccus	responder	Resp	0.00620824948385104	0.00618653449481954	12	4	0.339278809839094	0.786552952670538
Genus.UBA10353_marine_group	responder	Resp	0.00801806099010723	0.00813810196238148	12	4	0.347739200128028	0.786552952670538
Genus.Comamonas	responder	Resp	0.00979361742919367	0.010115108457091	12	7	0.355769553856494	0.795249590973339
Genus.Peptoclostridium	responder	Resp	-0.0112099887780251	0.0115647819627576	12	6	0.355244756670741	0.795249590973339
Genus.bacteriap25	responder	Resp	-0.0109310317718112	0.0113917564096121	12	6	0.359904132968584	0.799786962152408
Genus.Cutibacterium	responder	Resp	-0.0299930489927914	0.0315381705150744	12	12	0.364019317175993	0.804228723993473
Genus.Pseudoalteromonas	responder	Resp	-0.00594633290779746	0.00630179203710318	12	12	0.367615798211619	0.80747978797928
Genus.Flavonifractor	responder	Resp	0.0176268012683504	0.0190438022147102	12	9	0.376454407519017	0.82214180952429
Genus.Dubosiella	responder	Resp	-0.0142940851867073	0.0156364124537424	12	11	0.382148977921272	0.829809209200475
Genus.Candidatus_Bacilloplasma	responder	Resp	-0.0076767400214696	0.00844002624987638	12	10	0.384451219974803	0.830065134036506
Genus.Fusicatenibacter	responder	Resp	-0.0127274128191166	0.0145200511176997	12	12	0.401302377330841	0.842513278374141
Genus.Gardnerella	responder	Resp	0.0331250388116865	0.0376803421991328	12	9	0.399974778675206	0.842513278374141
Genus.Pediococcus	responder	Resp	0.00941988996728785	0.0106314385994399	12	7	0.396402571182614	0.842513278374141
Genus.Chryseobacterium	responder	Resp	0.00694730646555377	0.00791034908650262	12	6	0.400414850600047	0.842513278374141
Genus.SC.I.84	responder	Resp	-0.00719250758212045	0.00810847097070186	12	4	0.395891681248012	0.842513278374141
Genus.Granulicatella	responder	Resp	0.0141210479177665	0.0164147852413421	12	8	0.409794185406526	0.851481281979877
Genus.Candidatus_Udaeobacter	responder	Resp	-0.0171826992569444	0.0202125274500654	12	9	0.415158370820849	0.851481281979877
Family.Chromobacteriaceae	responder	Resp	0.00980274439530961	0.011475057937621	12	7	0.412954719058783	0.851481281979877
Genus.Alicyclobacillus	responder	Resp	0.00640220485178721	0.00748516499630902	12	6	0.412398296447877	0.851481281979877
Genus.Colidextribacter	responder	Resp	0.00491355596242133	0.00580077707363823	12	8	0.416777680126993	0.851481281979877
Genus.Butyricicoccus	responder	Resp	0.00789091765233138	0.00938908759398	12	7	0.42030506486073	0.854095853727687
Genus.Campylobacter	responder	Resp	0.0386249425230373	0.0466541144743189	12	5	0.427043236035138	0.863172498368895
Genus.Paracoccus	responder	Resp	0.0149176710492273	0.0181563319041941	12	11	0.430444324809993	0.865443616020092
Genus.Clostridia_UCG.014	responder	Resp	-0.0101348814985557	0.0130217475295053	12	12	0.454411064746169	0.865600396066438
Genus.Candidatus_Koribacter	responder	Resp	-0.00803045594093371	0.0101121743384018	12	9	0.445551757659103	0.865600396066438
Genus.Marivita	responder	Resp	0.00868253759682326	0.0110562246225873	12	8	0.450478293839357	0.865600396066438
Genus.Nevskia	responder	Resp	0.00760702014834489	0.00975338460425319	12	5	0.453492506136836	0.865600396066438
Genus.Candidatus_Aquiluna	responder	Resp	-0.00609226833308546	0.00788218404813013	12	7	0.457451880045347	0.865600396066438
Genus.Sulfuritalea	responder	Resp	0.00630202082124405	0.00820381797576678	12	6	0.460134947382686	0.865600396066438
Genus.Methylobacterium.Methylorubrum	responder	Resp	0.00780742435387016	0.0101489791730234	12	8	0.45951054528125	0.865600396066438
Genus.Sporolactobacillus	responder	Resp	-0.00945724222446986	0.0122790789898709	12	5	0.458994680798677	0.865600396066438
Genus.Atopobium	responder	Resp	-0.00693555712522729	0.00850152759184875	12	9	0.433615557410658	0.865600396066438
Genus.Prevotellaceae_UCG.004	responder	Resp	-0.0116936080596441	0.0147813254763812	12	4	0.447238627780282	0.865600396066438
Genus.Holdemanella	responder	Resp	0.00598405247116388	0.00748000159655059	12	5	0.442296632648832	0.865600396066438
Genus.Ramlibacter	responder	Resp	-0.00723034120805299	0.00923031244967343	12	5	0.451588975224977	0.865600396066438
Genus.Olsenella	responder	Resp	0.00516715882711643	0.00641119230616341	12	7	0.439011670317585	0.865600396066438
Family.Erwiniaceae	responder	Resp	0.0753141537632617	0.0992031357426911	12	12	0.465257327769015	0.866656306464143
Genus.Achromobacter	responder	Resp	-0.00562354173171585	0.00740728389982373	12	5	0.465257596101803	0.866656306464143
Genus.Actinomyces	responder	Resp	-0.0359169827898984	0.0494999295682968	12	12	0.484720554296117	0.875309737559038
Genus.Haemophilus	responder	Resp	0.00966488831218562	0.0133311218306934	12	11	0.485078493351833	0.875309737559038
Genus.Phreatobacter	responder	Resp	-0.00700747407057482	0.00947809588583597	12	10	0.476700886084705	0.875309737559038
Genus.Rothia	responder	Resp	-0.0112949813679309	0.015517378813168	12	10	0.483374448648064	0.875309737559038
Genus.Pseudoxanthomonas	responder	Resp	0.00843189542397283	0.0116992391660784	12	6	0.48758679462367	0.875309737559038
Genus.Aurantimicrobium	responder	Resp	0.00467861019593248	0.0065029525683434	12	7	0.488330695690832	0.875309737559038
Family.Oscillospiraceae	responder	Resp	-0.00525987089147931	0.00722295352401349	12	9	0.48318481817612	0.875309737559038
Genus.Dehalococcoides	responder	Resp	-0.00448967223987828	0.00605183732346365	12	4	0.475229719761065	0.875309737559038
Genus.Ralstonia	responder	Resp	0.0223985336873954	0.0322307602115993	12	12	0.502918339812757	0.883230372058372
Genus.Dorea	responder	Resp	0.00758406304094657	0.0108226950632108	12	10	0.499435769588548	0.883230372058372
Genus.Coriobacteriaceae_UCG.002	responder	Resp	-0.00828053429948111	0.0118984071962768	12	9	0.50232199526774	0.883230372058372
Genus.Geobacillus	responder	Resp	0.00683122956993011	0.00974631439552167	12	8	0.499347062603854	0.883230372058372
Genus.Candidatus_Competibacter	responder	Resp	0.00448449548328342	0.00647556850402391	12	7	0.504371028254386	0.883230372058372
Genus.Janthinobacterium	responder	Resp	0.00509960183900916	0.00751698068476936	12	6	0.512903728006453	0.889969939006631
Genus.uncultured	responder	Resp	-0.00285263919301056	0.00420141664874589	12	8	0.512563619140486	0.889969939006631
Genus.Lactobacillus	responder	Resp	-0.0424189832104339	0.0723153071730789	12	12	0.57048691162889	0.903628969741258
Genus.Streptococcus	responder	Resp	0.0231711852001139	0.0388762840158094	12	12	0.56440585147983	0.903628969741258
Genus.Corynebacterium	responder	Resp	0.0222222705965292	0.035019281481079	12	12	0.539952704256444	0.903628969741258
Genus.Acinetobacter	responder	Resp	0.0377396339531109	0.0590528443390866	12	12	0.537132262491077	0.903628969741258
Genus.Blautia	responder	Resp	-0.0147457750361515	0.0247108484573599	12	12	0.563950462815056	0.903628969741258
Genus.Cupriavidus	responder	Resp	-0.00847572461023701	0.0144549783699141	12	12	0.570635791614287	0.903628969741258
Genus.Megamonas	responder	Resp	0.0091195765103113	0.0153288205072066	12	12	0.565108467578871	0.903628969741258
Genus.Delftia	responder	Resp	-0.0104137216138472	0.0164096769564658	12	12	0.539930070485599	0.903628969741258
Genus.Neisseria	responder	Resp	-0.008304901544453	0.0131155960866168	12	12	0.540807619546773	0.903628969741258
Genus.Monoglobus	responder	Resp	-0.010618795739144	0.0162743670038944	12	12	0.528800724365015	0.903628969741258
Genus.Microbacteriaceae	responder	Resp	-0.0113198533999821	0.0183513910619682	12	4	0.551125416696051	0.903628969741258
Genus.Anaerostipes	responder	Resp	0.00575054246617193	0.00990368281220315	12	11	0.574329768145271	0.903628969741258
Genus.Rhodanobacter	responder	Resp	-0.0061972005702918	0.0108161235080154	12	9	0.579326686435825	0.903628969741258
Genus.Novosphingobium	responder	Resp	0.00725720508707385	0.0119242292850582	12	10	0.55635434422794	0.903628969741258
Genus.Streptomyces	responder	Resp	-0.00782469374848598	0.0128146419585908	12	8	0.555083634279369	0.903628969741258
Genus.Pseudolabrys	responder	Resp	-0.00467129382424512	0.00710964593135911	12	9	0.525989762029441	0.903628969741258
Genus.Imtechella	responder	Resp	-0.00472968825738572	0.00787930582892619	12	5	0.561684062490083	0.903628969741258
Genus.Helicobacter	responder	Resp	-0.00731792765545122	0.0128029480488585	12	8	0.580224917412808	0.903628969741258
Genus.Sphingobium	responder	Resp	-0.00480386065314385	0.00818503384668821	12	8	0.570277523518905	0.903628969741258
Genus.uncultured	responder	Resp	-0.00318138209776242	0.00548339229463674	12	8	0.574629309988771	0.903628969741258
Family.Gemmatimonadaceae	responder	Resp	-0.00433557194613995	0.00673443807479457	12	5	0.534196642053568	0.903628969741258
Genus.uncultured	responder	Resp	-0.00522216371118604	0.00847840453803089	12	8	0.551697147286595	0.903628969741258
Genus.Clostridium_sensu_stricto_11	responder	Resp	0.00292578029942103	0.00507082799078485	12	6	0.576708559376837	0.903628969741258
